Región,Código Muerte,Sexo,0 a 4,5 a 9,10 a 14,15 a 19,20 a 24,25 a 29,30 a 34,35 a 39,40 a 44,45 a 49,50 a 54,55 a 59,60 a 64,65 a 69,70 a 74,75 a 79,80 +,Indeterminado
De Los Lagos, F00-F90,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Los Lagos, G00-G99,Hombres,1,0,1,1,1,4,2,7,2,3,3,3,6,9,7,11,30,0
De Los Lagos, G00-G99,Mujeres,0,0,2,0,2,0,1,3,3,0,5,1,5,4,8,8,56,0
De Los Lagos, G00-G99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Los Lagos, I00-I99,Hombres,0,0,0,0,1,1,3,9,17,26,37,38,45,56,81,106,226,0
De Los Lagos, I00-I99,Mujeres,3,1,0,2,1,0,1,1,9,8,20,20,19,22,51,69,347,0
De Los Lagos, J00-J99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Los Lagos, J00-J99,Hombres,3,0,0,0,2,1,1,3,2,6,14,11,13,13,29,32,139,0
De Los Lagos, J00-J99,Mujeres,1,1,0,0,0,0,0,0,1,2,5,4,9,10,23,30,193,0
De Los Lagos, J00-J99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Los Lagos, K00-K93,Hombres,1,0,0,0,0,2,4,13,17,40,38,44,34,25,26,22,57,0
De Los Lagos, K00-K93,Mujeres,1,0,0,0,0,0,1,1,2,8,3,2,10,13,16,19,56,0
De Los Lagos, K00-K93,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Los Lagos, N00-N99,Hombres,1,0,0,0,0,0,0,1,1,2,0,3,2,6,13,9,33,0
De Los Lagos, N00-N99,Mujeres,0,0,1,0,0,0,0,0,0,0,0,2,7,4,9,12,41,0
De Los Lagos, N00-N99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Los Lagos, P00-P96,Hombres,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Los Lagos, P00-P96,Mujeres,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Los Lagos, P00-P96,Indeterminado,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Los Lagos, Q00-Q99,Hombres,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
De Los Lagos, Q00-Q99,Mujeres,22,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
De Los Lagos, Q00-Q99,Indeterminado,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Los Lagos, R00-R99,Hombres,3,0,1,0,0,0,1,5,0,5,5,2,5,8,8,5,22,0
De Los Lagos, R00-R99,Mujeres,2,0,0,1,0,1,0,1,0,3,1,1,2,0,4,3,60,0
De Los Lagos, R00-R99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Los Lagos, V00-Y98,Hombres,2,2,2,31,32,26,17,41,27,33,26,33,20,18,26,16,23,0
De Los Lagos, V00-Y98,Mujeres,3,1,1,2,5,5,7,5,4,5,2,6,3,8,2,6,22,0
De Los Lagos, V00-Y98,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Los Lagos,,Hombres,1,0,0,0,0,0,0,0,0,2,2,3,2,0,1,3,19,0
De Los Lagos,,Mujeres,0,0,0,0,0,1,2,0,0,2,1,3,2,2,7,10,25,0
De Los Lagos,,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, A00-B99,Hombres,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0
De Aisén del Gral. C. Ibáñez del Campo, A00-B99,Mujeres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
De Aisén del Gral. C. Ibáñez del Campo, A00-B99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, C00-D48,Hombres,0,0,0,0,0,0,1,1,2,0,2,0,9,6,8,10,25,0
De Aisén del Gral. C. Ibáñez del Campo, C00-D48,Mujeres,0,0,0,0,0,1,0,2,3,2,4,8,5,4,7,7,15,0
De Aisén del Gral. C. Ibáñez del Campo, C00-D48,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, E00-E90,Hombres,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,8,2,0
De Aisén del Gral. C. Ibáñez del Campo, E00-E90,Mujeres,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3,0
De Aisén del Gral. C. Ibáñez del Campo, E00-E90,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, F00-F90,Hombres,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0
De Aisén del Gral. C. Ibáñez del Campo, F00-F90,Mujeres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
De Aisén del Gral. C. Ibáñez del Campo, F00-F90,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, G00-G99,Hombres,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, G00-G99,Mujeres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
De Aisén del Gral. C. Ibáñez del Campo, G00-G99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, I00-I99,Hombres,0,0,0,1,0,1,0,2,2,2,4,4,11,10,10,15,17,0
De Aisén del Gral. C. Ibáñez del Campo, I00-I99,Mujeres,0,0,1,0,0,0,0,0,2,0,1,1,0,5,3,10,29,0
De Aisén del Gral. C. Ibáñez del Campo, J00-J99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, J00-J99,Hombres,0,0,0,0,0,0,0,0,0,0,2,2,0,3,2,3,16,0
De Aisén del Gral. C. Ibáñez del Campo, J00-J99,Mujeres,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,13,0
De Aisén del Gral. C. Ibáñez del Campo, J00-J99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, K00-K93,Hombres,0,0,0,0,0,0,0,1,2,3,3,10,4,1,2,4,4,0
De Aisén del Gral. C. Ibáñez del Campo, K00-K93,Mujeres,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,1,0
De Aisén del Gral. C. Ibáñez del Campo, K00-K93,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, N00-N99,Hombres,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0
De Aisén del Gral. C. Ibáñez del Campo, N00-N99,Mujeres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
De Aisén del Gral. C. Ibáñez del Campo, N00-N99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, P00-P96,Hombres,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, P00-P96,Mujeres,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, P00-P96,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, Q00-Q99,Hombres,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, Q00-Q99,Mujeres,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, Q00-Q99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, R00-R99,Hombres,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
De Aisén del Gral. C. Ibáñez del Campo, R00-R99,Mujeres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
De Aisén del Gral. C. Ibáñez del Campo, R00-R99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, V00-Y98,Hombres,0,0,2,4,4,4,4,6,1,1,7,1,2,2,0,2,2,0
De Aisén del Gral. C. Ibáñez del Campo, V00-Y98,Mujeres,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0
De Aisén del Gral. C. Ibáñez del Campo, V00-Y98,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo,,Hombres,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
De Aisén del Gral. C. Ibáñez del Campo,,Mujeres,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0
De Aisén del Gral. C. Ibáñez del Campo,,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, A00-B99,Hombres,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,4,4,0
De Magallanes y de La Antártica Chilena, A00-B99,Mujeres,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0
De Magallanes y de La Antártica Chilena, A00-B99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, C00-D48,Hombres,0,1,1,1,0,0,1,2,5,6,10,12,21,22,32,19,42,0
De Magallanes y de La Antártica Chilena, C00-D48,Mujeres,0,0,0,0,0,1,1,1,2,0,8,5,15,11,21,16,37,0
De Magallanes y de La Antártica Chilena, C00-D48,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, E00-E90,Hombres,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,3,10,0
De Magallanes y de La Antártica Chilena, E00-E90,Mujeres,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,6,8,0
De Magallanes y de La Antártica Chilena, E00-E90,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, F00-F90,Hombres,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0
De Magallanes y de La Antártica Chilena, F00-F90,Mujeres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0
De Magallanes y de La Antártica Chilena, F00-F90,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, G00-G99,Hombres,0,0,1,1,1,1,2,1,1,0,0,2,1,1,2,0,3,0
De Magallanes y de La Antártica Chilena, G00-G99,Mujeres,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,12,0
De Magallanes y de La Antártica Chilena, G00-G99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, I00-I99,Hombres,0,0,0,1,0,0,0,1,1,5,8,13,12,24,25,17,53,0
De Magallanes y de La Antártica Chilena, I00-I99,Mujeres,0,0,0,0,0,0,0,0,1,4,1,3,4,9,8,15,98,0
De Magallanes y de La Antártica Chilena, J00-J99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, J00-J99,Hombres,0,0,0,0,0,0,0,0,2,0,1,1,5,4,10,6,32,0
De Magallanes y de La Antártica Chilena, J00-J99,Mujeres,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,5,19,0
De Magallanes y de La Antártica Chilena, J00-J99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, K00-K93,Hombres,0,0,0,0,0,1,0,3,1,3,6,7,8,12,3,8,6,0
De Magallanes y de La Antártica Chilena, K00-K93,Mujeres,0,0,0,0,0,0,0,2,0,0,2,1,4,0,3,2,13,0
De Magallanes y de La Antártica Chilena, K00-K93,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, N00-N99,Hombres,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,2,9,0
De Magallanes y de La Antártica Chilena, N00-N99,Mujeres,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,22,0
De Magallanes y de La Antártica Chilena, N00-N99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, P00-P96,Hombres,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, P00-P96,Mujeres,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, P00-P96,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, Q00-Q99,Hombres,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, Q00-Q99,Mujeres,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, Q00-Q99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, R00-R99,Hombres,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,3,0
De Magallanes y de La Antártica Chilena, R00-R99,Mujeres,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0
De Magallanes y de La Antártica Chilena, R00-R99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, V00-Y98,Hombres,0,0,2,4,4,4,8,3,5,9,2,7,5,6,5,2,5,0
De Magallanes y de La Antártica Chilena, V00-Y98,Mujeres,0,0,0,0,2,1,1,2,1,0,1,2,0,1,1,1,4,0
De Magallanes y de La Antártica Chilena, V00-Y98,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena,,Hombres,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0
De Magallanes y de La Antártica Chilena,,Mujeres,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6,0
De Magallanes y de La Antártica Chilena,,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ignorada, I00-I99,Hombres,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Ignorada, I00-I99,Mujeres,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ignorada, I00-I99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ignorada, J00-J99,Hombres,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ignorada, J00-J99,Mujeres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ignorada, J00-J99,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ignorada, V00-Y98,Hombres,0,0,0,0,0,1,3,0,2,0,2,4,0,0,0,0,0,0
Ignorada, V00-Y98,Mujeres,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Ignorada, V00-Y98,Indeterminado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
